userid,version,sum_gamerounds,log_gamerounds,retention_1_int,retention_7_int,retention_score,engagement_tier_code,log_gamerounds_scaled,retention_1_int_scaled,retention_7_int_scaled,retention_score_scaled
20136,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
20358,gate_40,19,2.995732273553991,0,1,2,3,0.07800636329013047,-0.8985454386917293,2.0881350424523637,1.1212590769628545
20365,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
20465,gate_30,108,4.6913478822291435,1,0,1,4,1.2087253600356185,1.112909772772301,-0.47889623021007877,0.17117880488574516
20489,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
20587,gate_40,26,3.295836866004329,0,0,0,3,0.27813070866537404,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
20591,gate_40,2,1.0986122886681098,1,0,1,1,-1.1870855567424012,1.112909772772301,-0.47889623021007877,0.17117880488574516
20721,gate_40,99,4.605170185988092,0,1,2,4,1.1512578787639316,-0.8985454386917293,2.0881350424523637,1.1212590769628545
20763,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
20790,gate_40,5,1.791759469228055,1,0,1,1,-0.724861288111092,1.112909772772301,-0.47889623021007877,0.17117880488574516
20832,gate_30,13,2.6390573296152584,1,0,1,2,-0.15984184517839695,1.112909772772301,-0.47889623021007877,0.17117880488574516
20940,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
21072,gate_40,16,2.833213344056216,0,0,0,3,-0.03036916709169677,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
21130,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
21137,gate_40,91,4.5217885770490405,1,0,1,4,1.095654964563198,1.112909772772301,-0.47889623021007877,0.17117880488574516
21228,gate_40,149,5.0106352940962555,1,1,3,4,1.4216417428365093,1.112909772772301,2.0881350424523637,2.071339349039964
21408,gate_30,20,3.044522437723423,1,0,1,3,0.11054201889418142,1.112909772772301,-0.47889623021007877,0.17117880488574516
21442,gate_40,68,4.23410650459726,1,0,1,4,0.9038145600044671,1.112909772772301,-0.47889623021007877,0.17117880488574516
21755,gate_40,12,2.5649493574615367,0,1,2,2,-0.20926064711427386,-0.8985454386917293,2.0881350424523637,1.1212590769628545
22069,gate_40,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
22082,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
22167,gate_40,277,5.627621113690637,1,1,3,5,1.8330779099540329,1.112909772772301,2.0881350424523637,2.071339349039964
22299,gate_40,493,6.202535517187923,1,1,3,5,2.216458809617314,1.112909772772301,2.0881350424523637,2.071339349039964
22398,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
22486,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
22676,gate_40,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
22919,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
22935,gate_30,274,5.616771097666572,1,1,3,5,1.8258425913059644,1.112909772772301,2.0881350424523637,2.071339349039964
22972,gate_30,17,2.8903717578961645,0,0,0,3,0.007746844592795635,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
23023,gate_40,32,3.4965075614664802,0,1,2,3,0.4119476930622503,-0.8985454386917293,2.0881350424523637,1.1212590769628545
23026,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
23084,gate_40,85,4.454347296253507,1,1,3,4,1.050681836827049,1.112909772772301,2.0881350424523637,2.071339349039964
23094,gate_40,12,2.5649493574615367,0,0,0,2,-0.20926064711427386,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
23126,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
23270,gate_30,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
23333,gate_30,9,2.302585092994046,0,0,0,2,-0.3842179053411787,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
23374,gate_30,8,2.1972245773362196,1,0,1,2,-0.45447742403851354,1.112909772772301,-0.47889623021007877,0.17117880488574516
23525,gate_40,191,5.2574953720277815,1,1,3,5,1.586260055045455,1.112909772772301,2.0881350424523637,2.071339349039964
23702,gate_40,115,4.7535901911063645,1,0,1,4,1.2502315603139726,1.112909772772301,-0.47889623021007877,0.17117880488574516
23748,gate_40,45,3.828641396489095,1,0,1,3,0.6334306959318887,1.112909772772301,-0.47889623021007877,0.17117880488574516
24036,gate_40,15,2.772588722239781,0,0,0,2,-0.07079661492105134,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
24222,gate_30,134,4.90527477843843,1,1,3,4,1.3513822241391749,1.112909772772301,2.0881350424523637,2.071339349039964
24302,gate_40,19,2.995732273553991,1,0,1,3,0.07800636329013047,1.112909772772301,-0.47889623021007877,0.17117880488574516
24328,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
24382,gate_30,22,3.1354942159291497,1,0,1,3,0.17120642730057925,1.112909772772301,-0.47889623021007877,0.17117880488574516
24397,gate_30,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
24981,gate_40,18,2.9444389791664403,0,0,0,3,0.04380149865398903,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
25047,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
25281,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
25293,gate_40,12,2.5649493574615367,0,0,0,2,-0.20926064711427386,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
25332,gate_30,152,5.030437921392435,1,1,3,5,1.4348470983160784,1.112909772772301,2.0881350424523637,2.071339349039964
25466,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
25903,gate_30,8,2.1972245773362196,1,0,1,2,-0.45447742403851354,1.112909772772301,-0.47889623021007877,0.17117880488574516
25941,gate_40,73,4.30406509320417,1,0,1,4,0.9504663510817755,1.112909772772301,-0.47889623021007877,0.17117880488574516
25958,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
26083,gate_30,100,4.61512051684126,1,1,3,4,1.1578932435612457,1.112909772772301,2.0881350424523637,2.071339349039964
26243,gate_40,250,5.5254529391317835,1,1,3,5,1.7649471996412354,1.112909772772301,2.0881350424523637,2.071339349039964
26253,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
26466,gate_40,13,2.6390573296152584,1,0,1,2,-0.15984184517839695,1.112909772772301,-0.47889623021007877,0.17117880488574516
26502,gate_30,147,4.997212273764115,1,1,3,4,1.4126906197130844,1.112909772772301,2.0881350424523637,2.071339349039964
26586,gate_30,391,5.971261839790462,1,0,1,5,2.0622342677208043,1.112909772772301,-0.47889623021007877,0.17117880488574516
27135,gate_30,18,2.9444389791664403,0,0,0,3,0.04380149865398903,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
27163,gate_40,23,3.1780538303479458,0,0,0,3,0.19958724915152704,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
27605,gate_30,19,2.995732273553991,1,0,1,3,0.07800636329013047,1.112909772772301,-0.47889623021007877,0.17117880488574516
27693,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
27754,gate_30,14,2.70805020110221,0,0,0,2,-0.11383404126860064,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
27759,gate_30,61,4.127134385045092,1,1,3,4,0.8324803454095255,1.112909772772301,2.0881350424523637,2.071339349039964
27849,gate_40,61,4.127134385045092,1,0,1,4,0.8324803454095255,1.112909772772301,-0.47889623021007877,0.17117880488574516
27851,gate_40,75,4.330733340286331,1,0,1,4,0.968250035916608,1.112909772772301,-0.47889623021007877,0.17117880488574516
27979,gate_30,75,4.330733340286331,0,0,0,4,0.968250035916608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
28025,gate_30,57,4.060443010546419,1,0,1,4,0.788007291682663,1.112909772772301,-0.47889623021007877,0.17117880488574516
28091,gate_30,35,3.58351893845611,1,0,1,3,0.4699711132241051,1.112909772772301,-0.47889623021007877,0.17117880488574516
28123,gate_30,9,2.302585092994046,0,0,0,2,-0.3842179053411787,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
28332,gate_30,13,2.6390573296152584,0,0,0,2,-0.15984184517839695,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
28405,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
28433,gate_30,20,3.044522437723423,0,0,0,3,0.11054201889418142,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
28497,gate_40,77,4.356708826689592,1,1,3,4,0.9855717542209231,1.112909772772301,2.0881350424523637,2.071339349039964
29185,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
29311,gate_40,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
29317,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
29455,gate_30,51,3.9512437185814275,1,1,3,4,0.715187890148345,1.112909772772301,2.0881350424523637,2.071339349039964
29522,gate_40,197,5.288267030694535,0,1,2,5,1.6067800943974473,-0.8985454386917293,2.0881350424523637,1.1212590769628545
29658,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
29677,gate_40,22,3.1354942159291497,0,0,0,3,0.17120642730057925,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
29753,gate_40,69,4.248495242049359,1,0,1,4,0.9134096702954041,1.112909772772301,-0.47889623021007877,0.17117880488574516
29861,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
29999,gate_30,260,5.564520407322694,1,1,3,5,1.7909992884591293,1.112909772772301,2.0881350424523637,2.071339349039964
30039,gate_40,20,3.044522437723423,0,0,0,3,0.11054201889418142,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
30059,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
30274,gate_30,7,2.0794415416798357,1,0,1,2,-0.5330208835523608,1.112909772772301,-0.47889623021007877,0.17117880488574516
30277,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
30343,gate_30,8,2.1972245773362196,1,1,3,2,-0.45447742403851354,1.112909772772301,2.0881350424523637,2.071339349039964
30348,gate_30,48,3.8918202981106265,1,1,3,3,0.6755614618268764,1.112909772772301,2.0881350424523637,2.071339349039964
30594,gate_40,15,2.772588722239781,1,0,1,2,-0.07079661492105134,1.112909772772301,-0.47889623021007877,0.17117880488574516
30631,gate_30,61,4.127134385045092,0,1,2,4,0.8324803454095255,-0.8985454386917293,2.0881350424523637,1.1212590769628545
30868,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
30928,gate_30,12,2.5649493574615367,1,0,1,2,-0.20926064711427386,1.112909772772301,-0.47889623021007877,0.17117880488574516
31073,gate_30,270,5.602118820879701,1,1,3,5,1.8160717401627429,1.112909772772301,2.0881350424523637,2.071339349039964
31151,gate_30,59,4.0943445622221,0,0,0,4,0.810614495994018,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
31200,gate_30,141,4.955827057601261,1,0,1,4,1.3850929437655741,1.112909772772301,-0.47889623021007877,0.17117880488574516
31214,gate_30,53,3.9889840465642745,0,1,2,4,0.7403549772966835,-0.8985454386917293,2.0881350424523637,1.1212590769628545
31222,gate_40,20,3.044522437723423,0,0,0,3,0.11054201889418142,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
31638,gate_40,16,2.833213344056216,0,0,0,3,-0.03036916709169677,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
31691,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
31812,gate_30,37,3.6375861597263857,1,0,1,3,0.5060257672852985,1.112909772772301,-0.47889623021007877,0.17117880488574516
31903,gate_30,467,6.148468295917647,1,1,3,5,2.1804041555561207,1.112909772772301,2.0881350424523637,2.071339349039964
32292,gate_40,25,3.258096538021482,0,0,0,3,0.2529636215170356,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
32403,gate_40,2,1.0986122886681098,1,0,1,1,-1.1870855567424012,1.112909772772301,-0.47889623021007877,0.17117880488574516
32569,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
32595,gate_40,11,2.4849066497880004,1,0,1,2,-0.26263701947978246,1.112909772772301,-0.47889623021007877,0.17117880488574516
32642,gate_30,40,3.713572066704308,0,0,0,3,0.5566968675425106,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
32730,gate_30,9,2.302585092994046,0,0,0,2,-0.3842179053411787,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
32942,gate_40,11,2.4849066497880004,1,1,3,2,-0.26263701947978246,1.112909772772301,2.0881350424523637,2.071339349039964
33097,gate_30,12,2.5649493574615367,0,0,0,2,-0.20926064711427386,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
33126,gate_30,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
33189,gate_40,9,2.302585092994046,1,0,1,2,-0.3842179053411787,1.112909772772301,-0.47889623021007877,0.17117880488574516
33274,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
33316,gate_40,18,2.9444389791664403,1,0,1,3,0.04380149865398903,1.112909772772301,-0.47889623021007877,0.17117880488574516
33445,gate_30,77,4.356708826689592,0,1,2,4,0.9855717542209231,-0.8985454386917293,2.0881350424523637,1.1212590769628545
33489,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
33639,gate_40,45,3.828641396489095,1,0,1,3,0.6334306959318887,1.112909772772301,-0.47889623021007877,0.17117880488574516
33703,gate_40,43,3.784189633918261,1,0,1,3,0.6037880976209814,1.112909772772301,-0.47889623021007877,0.17117880488574516
33794,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
33954,gate_40,30,3.4339872044851463,1,0,1,3,0.37025607677821604,1.112909772772301,-0.47889623021007877,0.17117880488574516
33967,gate_30,33,3.5263605246161616,1,1,3,3,0.4318551015396127,1.112909772772301,2.0881350424523637,2.071339349039964
34016,gate_40,47,3.871201010907891,1,0,1,3,0.6618115177828365,1.112909772772301,-0.47889623021007877,0.17117880488574516
34022,gate_40,72,4.290459441148391,0,1,2,4,0.9413934402381443,-0.8985454386917293,2.0881350424523637,1.1212590769628545
34027,gate_40,16,2.833213344056216,0,0,0,3,-0.03036916709169677,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
34076,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
34447,gate_40,93,4.543294782270004,1,1,3,4,1.1099963486993412,1.112909772772301,2.0881350424523637,2.071339349039964
34469,gate_30,222,5.407171771460119,1,1,3,5,1.686071561460429,1.112909772772301,2.0881350424523637,2.071339349039964
34597,gate_40,334,5.814130531825066,1,1,3,5,1.9574514655391473,1.112909772772301,2.0881350424523637,2.071339349039964
34647,gate_40,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
34706,gate_30,29,3.4011973816621555,1,0,1,3,0.34839022736270886,1.112909772772301,-0.47889623021007877,0.17117880488574516
34842,gate_40,27,3.332204510175204,1,0,1,3,0.3023824234529125,1.112909772772301,-0.47889623021007877,0.17117880488574516
34859,gate_30,16,2.833213344056216,0,0,0,3,-0.03036916709169677,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
34906,gate_30,10,2.3978952727983707,1,0,1,2,-0.3206604396416372,1.112909772772301,-0.47889623021007877,0.17117880488574516
34942,gate_40,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
35027,gate_40,58,4.07753744390572,1,0,1,4,0.7994066916640441,1.112909772772301,-0.47889623021007877,0.17117880488574516
35056,gate_30,84,4.442651256490317,1,0,1,4,1.042882348382104,1.112909772772301,-0.47889623021007877,0.17117880488574516
35156,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
35458,gate_40,56,4.04305126783455,0,0,0,4,0.7764096313578769,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
35460,gate_30,43,3.784189633918261,1,0,1,3,0.6037880976209814,1.112909772772301,-0.47889623021007877,0.17117880488574516
35730,gate_30,50,3.9318256327243257,1,0,1,3,0.7022389656121908,1.112909772772301,-0.47889623021007877,0.17117880488574516
35837,gate_30,23,3.1780538303479458,1,0,1,3,0.19958724915152704,1.112909772772301,-0.47889623021007877,0.17117880488574516
35886,gate_30,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
35922,gate_30,21,3.091042453358316,1,0,1,3,0.14156382898967226,1.112909772772301,-0.47889623021007877,0.17117880488574516
36003,gate_30,48,3.8918202981106265,1,0,1,3,0.6755614618268764,1.112909772772301,-0.47889623021007877,0.17117880488574516
36047,gate_40,85,4.454347296253507,1,1,3,4,1.050681836827049,1.112909772772301,2.0881350424523637,2.071339349039964
36077,gate_30,13,2.6390573296152584,1,0,1,2,-0.15984184517839695,1.112909772772301,-0.47889623021007877,0.17117880488574516
36279,gate_30,41,3.7376696182833684,1,0,1,3,0.5727662875254909,1.112909772772301,-0.47889623021007877,0.17117880488574516
36280,gate_30,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
36298,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
36356,gate_30,303,5.717027701406222,1,1,3,5,1.892698573179227,1.112909772772301,2.0881350424523637,2.071339349039964
36513,gate_40,18,2.9444389791664403,1,0,1,3,0.04380149865398903,1.112909772772301,-0.47889623021007877,0.17117880488574516
